symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,navigable,evidenceSources,theme_id
BBIO,health,personalized_medicine,US10806X1028,BRIDGEBIO PHARMA INC,26,"Se centra en el desarrollo de terapias adaptadas a los perfiles individuales de los pacientes, particularmente en enfermedades genéticas, para optimizar los resultados del tratamiento.","El enfoque de BridgeBio en descubrir, crear, probar y ofrecer medicamentos transformadores se centra en tratar a pacientes que sufren enfermedades genéticas. Este compromiso implica aplicar avances en medicina genética con el objetivo de ayudar a los pacientes lo más rápido posible. La cartera de la empresa incluye programas que van desde la ciencia temprana hasta ensayos clínicos avanzados, lo que refleja su dedicación a abordar necesidades no cubiertas en enfermedades genéticas.",372849723,USD,SMART,STK,False,"[{'name': 'bbio-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bbio-Q225-10-Q.html'}, {'name': 'bbio-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bbio-Q125-10-Q.html'}]",PER
4502,health,personalized_medicine,JP3463000004,TAKEDA PHARMACEUTICAL CO LTD,27,Mantiene un enfoque en el tema de Medicina Personalizada.,,13905462,JPY,SMART,STK,False,,PER
GEHC,health,personalized_medicine,US36266G1076,GE HEALTHCARE TECHNOLOGY,28,"Contribuye a la medicina personalizada a través de sus soluciones avanzadas de diagnóstico por imagen, monitorización de pacientes y salud digital, permitiendo estrategias de tratamiento personalizadas.","GE HealthCare está activamente involucrada en la medicina personalizada, como lo demuestra el lanzamiento de Nuevas Introducciones de Productos (NPIs) clave que permiten la atención personalizada y la cardiología a lo largo del recorrido del paciente. La estrategia de atención de precisión de la empresa es un enfoque clave, destacando la imagenología PET como un componente central de la medicina nuclear y una piedra angular de este enfoque. GE HealthCare está integrando herramientas para la evaluación de amiloides y el seguimiento de terapias en sus dispositivos, demostrando aún más su compromiso con la atención de precisión. Además, el enfoque de medicina nuclear de la empresa, que combina dispositivos inteligentes y una cartera de medicamentos habilitados por tecnología digital e IA, ejemplifica su enfoque en la medicina personalizada.",601776309,USD,SMART,STK,True,,PER
4503,health,personalized_medicine,JP3942400007,ASTELLAS PHARMA INC.,29,Se enfoca en el desarrollo de terapias y diagnósticos dirigidos para ofrecer tratamientos adaptados a las características individuales del paciente y a los perfiles de la enfermedad.,,13905465,JPY,SMART,STK,False,,PER
PTCT,health,personalized_medicine,US69366J2006,PTC THERAPEUTICS INC,30,"Se enfoca en el desarrollo de terapias adaptadas a las características genéticas y moleculares específicas de los pacientes, alineándose con los principios de la medicina personalizada.","PTC Therapeutics demuestra un compromiso con la Medicina Personalizada a través de su enfoque en el desarrollo de tratamientos para trastornos genéticos raros. La cartera de productos de la empresa incluye terapias génicas como Upstaza/Kebilidi para la deficiencia de AADC y Sephience para la fenilcetonuria (PKU), ambas dirigidas a mutaciones genéticas específicas. Este enfoque se ve aún más enfatizado por su cartera de medicamentos clínicamente diferenciados destinados a abordar necesidades no cubiertas en trastornos raros, lo que refleja la importancia estratégica de la empresa para proporcionar acceso a tratamientos personalizados.",129374415,USD,SMART,STK,False,"[{'name': 'ptct-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ptct-Q225-10-Q.html'}]",PER
BAYN,health,personalized_medicine,DE000BAY0017,BAYER AG-REG,31,"Contribuye al campo de la Medicina Personalizada, abarcando los esfuerzos para adaptar los tratamientos médicos a las necesidades individuales de los pacientes.",,68598660,EUR,SMART,STK,False,,PER
IDYA,health,personalized_medicine,US45166A1025,IDEAYA BIOSCIENCES INC,32,"Desarrolla terapias oncológicas dirigidas, aprovechando los conocimientos moleculares para abordar poblaciones de pacientes y características tumorales específicas dentro del marco de la medicina personalizada.","IDEAYA Biosciences opera como una empresa de oncología de medicina de precisión, enfatizando el descubrimiento y desarrollo de terapias dirigidas para poblaciones de pacientes seleccionadas mediante diagnósticos moleculares. Este enfoque integra el descubrimiento de fármacos de moléculas pequeñas con capacidades para identificar y validar biomarcadores traslacionales, alineando las terapias con los impulsores genéticos de la enfermedad. El compromiso de la empresa se extiende al desarrollo de terapias dirigidas personalizadas, potencialmente las primeras de su clase, y diagnósticos complementarios, lo que refleja un enfoque en estrategias de tratamiento personalizadas dentro de la oncología.",367728022,USD,SMART,STK,False,"[{'name': 'idya-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/idya-Q125-10-Q.html'}, {'name': 'idya-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/idya-Q225-10-Q.html'}, {'name': 'idya-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/idya-FY24-10-K.html'}]",PER
LNTH,health,personalized_medicine,US5165441032,LANTHEUS HOLDINGS INC,33,"Proporciona agentes de diagnóstico por imagen y radiofármacos cruciales para la medicina personalizada, permitiendo la detección y caracterización precisa de enfermedades para guiar decisiones de tratamiento personalizadas.",,198250080,USD,SMART,STK,True,,PER
RLAY,health,personalized_medicine,US75943R1023,RELAY THERAPEUTICS INC,34,"Se enfoca en el desarrollo de terapias dirigidas que abordan proteínas específicas que impulsan enfermedades, alineándose con los principios de la medicina de precisión para ofrecer tratamientos más efectivos.","Relay Therapeutics se identifica como una empresa de medicina de precisión en etapa clínica enfocada en transformar el proceso de descubrimiento de fármacos para llevar terapias que cambian la vida a los pacientes. La empresa implementa su plataforma tecnológica para construir una cartera de candidatos a productos, abordando dianas en medicina de precisión donde existe evidencia clara que vincula las proteínas diana con la enfermedad. Su enfoque implica la combinación de tecnologías computacionales y experimentales, con un enfoque en la mejora del descubrimiento de terapias de moléculas pequeñas en oncología dirigida e indicaciones de enfermedades genéticas, utilizando diagnósticos moleculares para identificar pacientes relevantes para el tratamiento.",434693577,USD,SMART,STK,False,"[{'name': 'rlay-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rlay-FY24-10-K.html'}, {'name': 'rlay-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rlay-Q125-10-Q.html'}, {'name': 'rlay-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rlay-Q225-10-Q.html'}]",PER
RVMD,health,personalized_medicine,US76155X1000,REVOLUTION MEDICINES INC,35,Se enfoca en desarrollar terapias adaptadas a las características individuales de los pacientes dentro del campo de la medicina personalizada.,"Revolution Medicines enfatiza la medicina personalizada a través de su implementación de enfoques de medicina de precisión, que guían el desarrollo de regímenes innovadores de monoterapia y combinación. La estrategia de la compañía se basa en la comprensión de los impulsores genéticos y los mecanismos de resistencia adaptativa en el cáncer, con un enfoque en el desarrollo de nuevas terapias dirigidas para cánceres dependientes de RAS. Como compañía de oncología de precisión en etapa clínica, Revolution Medicines utiliza explícitamente enfoques de medicina de precisión para adaptar los tratamientos según los perfiles genéticos individuales.",403666731,USD,SMART,STK,False,"[{'name': 'rvmd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rvmd-FY24-10-K.html'}]",PER
MAZE,health,personalized_medicine,US5787841007,MAZE THERAPEUTICS INC,36,Contribuye al campo de la Medicina Personalizada centrándose en el desarrollo de intervenciones médicas personalizadas basadas en las características individuales de los pacientes.,"Maze Therapeutics se enfoca en la medicina personalizada a través del desarrollo de medicamentos de precisión de moléculas pequeñas, aprovechando la genética humana y la funcionalización de variantes a través de su plataforma Maze Compass. Esta plataforma se utiliza para identificar y caracterizar variantes genéticas en enfermedades, vinculándolas a vías biológicas que impulsan la enfermedad en grupos específicos de pacientes, con un enfoque en enfermedades renales, cardiovasculares y metabólicas, incluida la obesidad. La compañía enfatiza su enfoque de identificar y caracterizar variantes genéticas en enfermedades y vincularlas a vías biológicas para impulsar la enfermedad en grupos específicos de pacientes.",758555158,USD,SMART,STK,False,"[{'name': 'maze-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/maze-Q125-10-Q.html'}, {'name': 'maze-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/maze-Q225-10-Q.html'}]",PER
PGEN,health,personalized_medicine,US74017N1054,PRECIGEN INC,37,Participa en el desarrollo y la aplicación de enfoques dentro de la Medicina Personalizada.,"El enfoque de PGEN en la medicina personalizada es evidente en su énfasis estratégico en la medicina de precisión, que definen como el desarrollo de productos terapéuticos que consideran variaciones genéticas específicas para diseñar terapias dirigidas. La empresa cree que sus plataformas tecnológicas la posicionan de manera única para avanzar en la medicina de precisión mediante la construcción de programas genéticos, el control de la expresión génica y la modificación de moléculas biológicas para tratar afecciones patológicas subyacentes. Sus plataformas apoyan los esfuerzos para construir y administrar programas genéticos, y controlar la expresión génica, todo lo cual está alineado con la promesa central de la medicina de precisión.",402333233,USD,SMART,STK,False,"[{'name': 'pgen-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pgen-Q125-10-Q.html'}, {'name': 'pgen-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pgen-FY24-10-K.html'}]",PER
APLS,health,personalized_medicine,US03753U1060,APELLIS PHARMACEUTICALS INC,38,"Desarrolla terapias dirigidas que se alinean con los principios de la medicina personalizada, centrándose en las características individuales del paciente para obtener resultados de tratamiento más efectivos.","El compromiso de Apellis con la medicina personalizada es evidente en su enfoque estratégico en medicamentos dirigidos a C3, en particular EMPAVELI, diseñado para enfermedades con altas necesidades insatisfechas. Esto se destaca por la aprobación de EMPAVELI por parte de la FDA para tratar a pacientes con mielopatía C3 o glomerulonefritis membranoproliferativa por complejos inmunes primarios y su posición única como el primer tratamiento aprobado para pacientes pediátricos con C3G. La estrategia de la compañía incluye expandir el desarrollo de EMPAVELI a otras enfermedades renales raras como la disfunción tardía del injerto (DGF) y la glomeruloesclerosis focal y segmentaria primaria (FSGS), lo que demuestra un compromiso para abordar mecanismos de enfermedad y poblaciones de pacientes específicos.",295518928,USD,SMART,STK,False,,PER
VCYT,health,personalized_medicine,US92337F1075,VERACYTE INC,39,Desarrolla y comercializa pruebas genómicas que contribuyen a la atención personalizada del paciente en diversas enfermedades.,,137537411,USD,SMART,STK,True,,PER
RNA,health,personalized_medicine,US05370A1088,AVIDITY BIOSCIENCES INC,40,"Desarrolla y avanza enfoques terapéuticos adaptados a las necesidades individuales de los pacientes, alineándose con los principios de la medicina personalizada.","La empresa demuestra su compromiso con la medicina personalizada a través del desarrollo de Conjugados de Oligonucleótidos y Anticuerpos (AOCs), diseñados para combinar la especificidad de los anticuerpos monoclonales con la precisión de las terapias de ARN para atacar la causa raíz de enfermedades previamente intratables. Este enfoque se ejemplifica aún más en su trabajo en cardiología de precisión, avanzando en candidatos terapéuticos dirigidos a miocardiopatías genéticas raras como el AOC 1072 para el Síndrome PRKAG2 y el AOC 1086 para la miocardiopatía por PLN. Además, la empresa está desarrollando terapias como Del-zota para la distrofia muscular de Duchenne (DMD), diseñada específicamente para personas con mutaciones susceptibles al salto del exón 44, lo que demuestra un enfoque dirigido al tratamiento de enfermedades genéticas.",426832590,USD,SMART,STK,False,"[{'name': 'rna-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rna-Q225-10-Q.html'}, {'name': 'rna-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rna-Q125-10-Q.html'}]",PER
RYTM,health,personalized_medicine,US76243J1051,RHYTHM PHARMACEUTICALS INC,41,"Desarrolla terapias dirigidas que encarnan los principios de la medicina personalizada, con el objetivo de ofrecer tratamientos adaptados a poblaciones de pacientes específicas.","El enfoque de Rhythm Pharmaceuticals en la medicina personalizada es evidente en su desarrollo y aplicación de agonistas del receptor de melanocortina-4 (MC4R), incluido IMCIVREE, como medicamentos de precisión diseñados para tratar la hiperfagia y la obesidad severa causadas por enfermedades de la vía MC4R. La empresa aprovecha una base de datos de ADN sustancial para mejorar la comprensión, el diagnóstico y la atención de personas con obesidad severa resultante de variantes genéticas específicas que afectan la vía MC4R. La aprobación de IMCIVREE por parte de la FDA para el control crónico del peso es específicamente para pacientes con obesidad debido a deficiencia de POMC, PCSK1 o LEPR confirmada mediante pruebas genéticas, lo que destaca el compromiso de la empresa con enfoques de tratamiento personalizados basados en perfiles genéticos.",291378079,USD,SMART,STK,False,"[{'name': 'rytm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rytm-Q225-10-Q.html'}, {'name': 'rytm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rytm-Q125-10-Q.html'}]",PER
HIMS,health,personalized_medicine,US4330001060,HIMS & HERS HEALTH INC,42,"Ofrece soluciones de atención médica personalizadas y planes de tratamiento personalizados a través de una plataforma de telesalud directa al consumidor, enfatizando las necesidades individuales del paciente.","Hims & Hers se enfoca en brindar atención médica profundamente personalizada aprovechando datos estructurados para llevar la medicina de precisión a una audiencia más amplia. La compañía está profundizando activamente sus capacidades de personalización, con planes de expandir sus tratamientos personalizados, mejorados por información de diagnósticos de laboratorio, datos de suscriptores y seguimiento de dispositivos portátiles. Hims & Hers se ve a sí misma construyendo la plataforma de atención médica de próxima generación que aprovecha la personalización y la tecnología, con la mayoría de los suscriptores ya utilizando soluciones personalizadas. La plataforma de la compañía incluye capacidades de personalización, y una parte significativa de sus ingresos de GLP-1 se deriva de dosis personalizadas.",466188387,USD,SMART,STK,True,"[{'name': 'hims-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hims-Q125-10-Q.html'}, {'name': 'hims-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hims-Q225-10-Q.html'}, {'name': 'hims-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hims-FY24-10-K.html'}]",PER
ORIC,health,personalized_medicine,US68622P1093,ORIC PHARMACEUTICALS INC,43,"Se dedica al desarrollo de candidatos terapéuticos que se alinean con los principios de la medicina personalizada, centrándose en tratamientos adaptados a las características específicas de los pacientes.","ORIC Pharmaceuticals demuestra su compromiso con la medicina personalizada a través de su enfoque en la oncología de precisión, con su equipo integrado avanzando en terapias dirigidas a los mecanismos de resistencia al cáncer. Esto se evidencia además en sus ensayos clínicos que exploran biomarcadores predictivos para determinar la selección de pacientes y el desarrollo de medicamentos de precisión dirigidos a los mecanismos de resistencia al cáncer. Específicamente, ORIC-114 se dirige a EGFR exón 20, HER2 exón 20 y mutaciones atípicas de EGFR, mientras que ORIC-944 está en desarrollo para el cáncer de próstata avanzado, lo que refleja un compromiso de adaptar los tratamientos a características genéticas y de enfermedad específicas.",419239304,USD,SMART,STK,False,"[{'name': 'oric-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oric-Q125-10-Q.html'}, {'name': 'oric-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oric-Q225-10-Q.html'}, {'name': 'oric-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/oric-FY24-10-K.html'}]",PER
FOLD,health,personalized_medicine,US03152W1099,AMICUS THERAPEUTICS INC,44,"Desarrolla terapias dirigidas a poblaciones de pacientes específicas, contribuyendo a enfoques de tratamiento adaptados a las características individuales de la enfermedad.",,44273751,USD,SMART,STK,False,,PER
RXRX,health,personalized_medicine,US75629V1044,RECURSION PHARMACEUTICALS-A,45,Participa en esfuerzos de descubrimiento de fármacos que contribuyen al desarrollo de soluciones terapéuticas personalizadas dentro de la medicina personalizada.,"Recursion Pharmaceuticals participa activamente en la medicina personalizada a través de varias iniciativas. La empresa combina datos de pacientes adquiridos de Helix y Tempus con sus propios datos y algoritmos de biología de perturbación para conectar su plataforma a los pacientes, lo que les permite identificar objetivos y estratificar poblaciones de pacientes. Este enfoque se ve aún más mejorado por la aplicación de IA causal a la genómica humana. El énfasis estratégico de Recursion en el desarrollo basado en la precisión es evidente en su cartera, con un enfoque en poblaciones enriquecidas con biomarcadores y el uso de datos multimodales para comprender las poblaciones de pacientes, con el objetivo de crear medicamentos diferenciados adaptados a las necesidades específicas de los pacientes.",482017113,USD,SMART,STK,False,,PER
